Country,Coffee type,Year,Production,Continent,Year_clean
Congo,Robusta/Arabica,2012/13,20040000.0,Africa,2012
El Salvador,Arabica,2012/13,74400000.0,Central America,2012
Equatorial Guinea,Robusta,2012/13,0.0,Africa,2012
Ethiopia,Arabica,2012/13,367920000.0,Africa,2012
Gabon,Robusta,2012/13,60000.0,Africa,2012
Ghana,Robusta,2012/13,1260000.0,Africa,2012
Guatemala,Arabica/Robusta,2012/13,225780000.0,Central America,2012
Guinea,Robusta,2012/13,14040000.0,Africa,2012
Guyana,Robusta,2012/13,600000.0,South America,2012
Honduras,Arabica,2012/13,281160000.0,Central America,2012
India,Robusta/Arabica,2012/13,324180000.0,Asia,2012
Jamaica,Arabica,2012/13,1440000.0,Central America,2012
Kenya,Arabica,2012/13,52500000.0,Africa,2012
Laos,Robusta,2012/13,32460000.0,Asia,2012
Liberia,Robusta,2012/13,600000.0,Africa,2012
Mexico,Arabica/Robusta,2012/13,259620000.0,North America,2012
Nepal,Arabica,2012/13,60000.0,Asia,2012
Nicaragua,Arabica,2012/13,112380000.0,Central America,2012
Nigeria,Robusta,2012/13,2460000.0,Africa,2012
Panama,Arabica,2012/13,6960000.0,Central America,2012
Sierra Leone,Robusta,2012/13,3660000.0,Africa,2012
Sri Lanka,Robusta/Arabica,2012/13,2100000.0,Asia,2012
Thailand,Robusta/Arabica,2012/13,36480000.0,Asia,2012
Togo,Robusta,2012/13,5040000.0,Africa,2012
Trinidad and Tobago,Robusta,2012/13,720000.0,Central America,2012
Uganda,Robusta/Arabica,2012/13,234840000.0,Africa,2012
Venezuela,Arabica,2012/13,57120000.0,South America,2012
Vietnam,Robusta/Arabica,2012/13,1404120000.0,Asia,2012
Yemen,Arabica,2012/13,11280000.0,Asia,2012
Angola,Robusta/Arabica,2013/14,2100000.0,Africa,2013
Bolivia,Arabica,2013/14,7200000.0,South America,2013
Brazil,Arabica/Robusta,2013/14,3281340000.0,South America,2013
Burundi,Arabica/Robusta,2013/14,9780000.0,Africa,2013
Ecuador,Arabica/Robusta,2013/14,39960000.0,South America,2013
Indonesia,Robusta/Arabica,2013/14,774060000.0,Asia,2013
Madagascar,Robusta,2013/14,35040000.0,Africa,2013
Malawi,Arabica,2013/14,1680000.0,Africa,2013
Papua New Guinea,Arabica/Robusta,2013/14,50100000.0,Oceania,2013
Paraguay,Arabica,2013/14,1200000.0,South America,2013
Peru,Arabica,2013/14,246360000.0,South America,2013
Rwanda,Arabica,2013/14,15480000.0,Africa,2013
East Timor,Arabica,2013/14,4800000.0,Asia,2013
Zimbabwe,Arabica,2013/14,540000.0,Africa,2013
Congo,Robusta,2013/14,180000.0,Africa,2013
Cuba,Arabica,2013/14,6420000.0,Central America,2013
Dominican Republic,Arabica/Robusta,2013/14,25500000.0,Central America,2013
Haiti,Arabica,2013/14,20700000.0,Central America,2013
Philippines,Robusta/Arabica,2013/14,11160000.0,Asia,2013
Tanzania,Arabica/Robusta,2013/14,48660000.0,Africa,2013
Zambia,Arabica,2013/14,660000.0,Africa,2013
Cameroon,Robusta/Arabica,2013/14,24240000.0,Africa,2013
Central African Republic,Robusta,2013/14,5400000.0,Africa,2013
Colombia,Arabica,2013/14,727440000.0,South America,2013
Costa Rica,Arabica,2013/14,93120000.0,Central America,2013
Ivory Coast,Robusta,2013/14,155880000.0,Africa,2013
Congo,Robusta/Arabica,2013/14,20820000.0,Africa,2013
El Salvador,Arabica,2013/14,30900000.0,Central America,2013
Equatorial Guinea,Robusta,2013/14,0.0,Africa,2013
Ethiopia,Arabica,2013/14,374520000.0,Africa,2013
Gabon,Robusta,2013/14,0.0,Africa,2013
Ghana,Robusta,2013/14,1500000.0,Africa,2013
Guatemala,Arabica/Robusta,2013/14,191340000.0,Central America,2013
Guinea,Robusta,2013/14,6060000.0,Africa,2013
Guyana,Robusta,2013/14,780000.0,South America,2013
Honduras,Arabica,2013/14,274980000.0,Central America,2013
India,Robusta/Arabica,2013/14,304500000.0,Asia,2013
Jamaica,Arabica,2013/14,1200000.0,Central America,2013
Kenya,Arabica,2013/14,50580000.0,Africa,2013
Laos,Robusta,2013/14,32640000.0,Asia,2013
Liberia,Robusta,2013/14,360000.0,Africa,2013
Mexico,Arabica/Robusta,2013/14,234960000.0,North America,2013
Nepal,Arabica,2013/14,60000.0,Asia,2013
Nicaragua,Arabica,2013/14,123600000.0,Central America,2013
Nigeria,Robusta,2013/14,2460000.0,Africa,2013
Panama,Arabica,2013/14,6780000.0,Central America,2013
Sierra Leone,Robusta,2013/14,1920000.0,Africa,2013
Sri Lanka,Robusta/Arabica,2013/14,2220000.0,Asia,2013
Thailand,Robusta/Arabica,2013/14,38280000.0,Asia,2013
Togo,Robusta,2013/14,10320000.0,Africa,2013
Trinidad and Tobago,Robusta,2013/14,720000.0,Central America,2013
Uganda,Robusta/Arabica,2013/14,217980000.0,Africa,2013
Venezuela,Arabica,2013/14,48240000.0,South America,2013
Vietnam,Robusta/Arabica,2013/14,1656600000.0,Asia,2013
Yemen,Arabica,2013/14,11220000.0,Asia,2013
Angola,Robusta/Arabica,2014/15,2340000.0,Africa,2014
Bolivia,Arabica,2014/15,6000000.0,South America,2014
Brazil,Arabica/Robusta,2014/15,3198300000.0,South America,2014
Burundi,Arabica/Robusta,2014/15,14880000.0,Africa,2014
Ecuador,Arabica/Robusta,2014/15,38640000.0,South America,2014
Indonesia,Robusta/Arabica,2014/15,656760000.0,Asia,2014
Madagascar,Robusta,2014/15,30060000.0,Africa,2014
Malawi,Arabica,2014/15,1500000.0,Africa,2014
Papua New Guinea,Arabica/Robusta,2014/15,47880000.0,Oceania,2014
Paraguay,Arabica,2014/15,1200000.0,South America,2014
Peru,Arabica,2014/15,172980000.0,South America,2014
Rwanda,Arabica,2014/15,14280000.0,Africa,2014
East Timor,Arabica,2014/15,6660000.0,Asia,2014
Zimbabwe,Arabica,2014/15,900000.0,Africa,2014
Congo,Robusta,2014/15,180000.0,Africa,2014
Cuba,Arabica,2014/15,6060000.0,Central America,2014
Dominican Republic,Arabica/Robusta,2014/15,23820000.0,Central America,2014
Haiti,Arabica,2014/15,20580000.0,Central America,2014
Philippines,Robusta/Arabica,2014/15,11580000.0,Asia,2014
Tanzania,Arabica/Robusta,2014/15,45180000.0,Africa,2014
Zambia,Arabica,2014/15,180000.0,Africa,2014
Cameroon,Robusta/Arabica,2014/15,28980000.0,Africa,2014
Central African Republic,Robusta,2014/15,3780000.0,Africa,2014
Colombia,Arabica,2014/15,799980000.0,South America,2014
Costa Rica,Arabica,2014/15,88500000.0,Central America,2014
Ivory Coast,Robusta,2014/15,103680000.0,Africa,2014
Congo,Robusta/Arabica,2014/15,20100000.0,Africa,2014
El Salvador,Arabica,2014/15,39900000.0,Central America,2014
Equatorial Guinea,Robusta,2014/15,0.0,Africa,2014
Ethiopia,Arabica,2014/15,382980000.0,Africa,2014
Gabon,Robusta,2014/15,60000.0,Africa,2014
Ghana,Robusta,2014/15,2100000.0,Africa,2014
Guatemala,Arabica/Robusta,2014/15,198600000.0,Central America,2014
Guinea,Robusta,2014/15,9900000.0,Africa,2014
Guyana,Robusta,2014/15,540000.0,South America,2014
Honduras,Arabica,2014/15,316080000.0,Central America,2014
India,Robusta/Arabica,2014/15,327000000.0,Asia,2014
Jamaica,Arabica,2014/15,1260000.0,Central America,2014
Kenya,Arabica,2014/15,46200000.0,Africa,2014
Laos,Robusta,2014/15,33120000.0,Asia,2014
Liberia,Robusta,2014/15,420000.0,Africa,2014
Mexico,Arabica/Robusta,2014/15,218160000.0,North America,2014
Nepal,Arabica,2014/15,120000.0,Asia,2014
Nicaragua,Arabica,2014/15,113880000.0,Central America,2014
Nigeria,Robusta,2014/15,2580000.0,Africa,2014
Panama,Arabica,2014/15,6360000.0,Central America,2014
Sierra Leone,Robusta,2014/15,2760000.0,Africa,2014
Sri Lanka,Robusta/Arabica,2014/15,2160000.0,Asia,2014
Thailand,Robusta/Arabica,2014/15,50700000.0,Asia,2014
Togo,Robusta,2014/15,8580000.0,Africa,2014
Trinidad and Tobago,Robusta,2014/15,720000.0,Central America,2014
Uganda,Robusta/Arabica,2014/15,224640000.0,Africa,2014
Venezuela,Arabica,2014/15,39000000.0,South America,2014
Vietnam,Robusta/Arabica,2014/15,1634460000.0,Asia,2014
Yemen,Arabica,2014/15,10680000.0,Asia,2014
Angola,Robusta/Arabica,2015/16,2460000.0,Africa,2015
Bolivia,Arabica,2015/16,5040000.0,South America,2015
Brazil,Arabica/Robusta,2015/16,3172260000.0,South America,2015
Burundi,Arabica/Robusta,2015/16,16140000.0,Africa,2015
Ecuador,Arabica/Robusta,2015/16,38640000.0,South America,2015
Indonesia,Robusta/Arabica,2015/16,755100000.0,Asia,2015
Madagascar,Robusta,2015/16,24840000.0,Africa,2015
Malawi,Arabica,2015/16,1260000.0,Africa,2015
Papua New Guinea,Arabica/Robusta,2015/16,42720000.0,Oceania,2015
Paraguay,Arabica,2015/16,1200000.0,South America,2015
Peru,Arabica,2015/16,198240000.0,South America,2015
Rwanda,Arabica,2015/16,17580000.0,Africa,2015
East Timor,Arabica,2015/16,3540000.0,Asia,2015
Zimbabwe,Arabica,2015/16,840000.0,Africa,2015
Congo,Robusta,2015/16,180000.0,Africa,2015
Cuba,Arabica,2015/16,6000000.0,Central America,2015
Dominican Republic,Arabica/Robusta,2015/16,24000000.0,Central America,2015
Haiti,Arabica,2015/16,20460000.0,Central America,2015
Philippines,Robusta/Arabica,2015/16,12480000.0,Asia,2015
Tanzania,Arabica/Robusta,2015/16,55800000.0,Africa,2015
Zambia,Arabica,2015/16,240000.0,Africa,2015
Cameroon,Robusta/Arabica,2015/16,23460000.0,Africa,2015
Central African Republic,Robusta,2015/16,6000000.0,Africa,2015
Colombia,Arabica,2015/16,840540000.0,South America,2015
Costa Rica,Arabica,2015/16,86400000.0,Central America,2015
Ivory Coast,Robusta,2015/16,77340000.0,Africa,2015
Congo,Robusta/Arabica,2015/16,22260000.0,Africa,2015
El Salvador,Arabica,2015/16,33900000.0,Central America,2015
Equatorial Guinea,Robusta,2015/16,0.0,Africa,2015
Ethiopia,Arabica,2015/16,390900000.0,Africa,2015
Gabon,Robusta,2015/16,60000.0,Africa,2015
Ghana,Robusta,2015/16,2160000.0,Africa,2015
Guatemala,Arabica/Robusta,2015/16,204600000.0,Central America,2015
Guinea,Robusta,2015/16,17160000.0,Africa,2015
Guyana,Robusta,2015/16,660000.0,South America,2015
Honduras,Arabica,2015/16,347160000.0,Central America,2015
India,Robusta/Arabica,2015/16,349800000.0,Asia,2015
Jamaica,Arabica,2015/16,1200000.0,Central America,2015
Kenya,Arabica,2015/16,47940000.0,Africa,2015
Laos,Robusta,2015/16,32100000.0,Asia,2015
Liberia,Robusta,2015/16,600000.0,Africa,2015
Mexico,Arabica/Robusta,2015/16,166320000.0,North America,2015
Nepal,Arabica,2015/16,120000.0,Asia,2015
Nicaragua,Arabica,2015/16,127800000.0,Central America,2015
Nigeria,Robusta,2015/16,2460000.0,Africa,2015
Panama,Arabica,2015/16,7620000.0,Central America,2015
Sierra Leone,Robusta,2015/16,2760000.0,Africa,2015
Sri Lanka,Robusta/Arabica,2015/16,2160000.0,Asia,2015
Thailand,Robusta/Arabica,2015/16,45720000.0,Asia,2015
Togo,Robusta,2015/16,4860000.0,Africa,2015
Trinidad and Tobago,Robusta,2015/16,720000.0,Central America,2015
Uganda,Robusta/Arabica,2015/16,219000000.0,Africa,2015
Venezuela,Arabica,2015/16,30000000.0,South America,2015
Vietnam,Robusta/Arabica,2015/16,1865400000.0,Asia,2015
Yemen,Arabica,2015/16,9360000.0,Asia,2015
Angola,Robusta/Arabica,2016/17,2700000.0,Africa,2016
Bolivia,Arabica,2016/17,4680000.0,South America,2016
Brazil,Arabica/Robusta,2016/17,3407280000.0,South America,2016
Burundi,Arabica/Robusta,2016/17,11760000.0,Africa,2016
Ecuador,Arabica/Robusta,2016/17,38700000.0,South America,2016
Indonesia,Robusta/Arabica,2016/17,692460000.0,Asia,2016
Madagascar,Robusta,2016/17,27180000.0,Africa,2016
Malawi,Arabica,2016/17,1200000.0,Africa,2016
Papua New Guinea,Arabica/Robusta,2016/17,70260000.0,Oceania,2016
Paraguay,Arabica,2016/17,1200000.0,South America,2016
Peru,Arabica,2016/17,253380000.0,South America,2016
Rwanda,Arabica,2016/17,13860000.0,Africa,2016
East Timor,Arabica,2016/17,4920000.0,Asia,2016
Zimbabwe,Arabica,2016/17,900000.0,Africa,2016
Congo,Robusta,2016/17,180000.0,Africa,2016
Cuba,Arabica,2016/17,6180000.0,Central America,2016
Dominican Republic,Arabica/Robusta,2016/17,24720000.0,Central America,2016
Haiti,Arabica,2016/17,20520000.0,Central America,2016
Philippines,Robusta/Arabica,2016/17,12900000.0,Asia,2016
Tanzania,Arabica/Robusta,2016/17,50760000.0,Africa,2016
Zambia,Arabica,2016/17,780000.0,Africa,2016
Cameroon,Robusta/Arabica,2016/17,17520000.0,Africa,2016
Central African Republic,Robusta,2016/17,2220000.0,Africa,2016
Colombia,Arabica,2016/17,878040000.0,South America,2016
Costa Rica,Arabica,2016/17,82320000.0,Central America,2016
Ivory Coast,Robusta,2016/17,67020000.0,Africa,2016
Congo,Robusta/Arabica,2016/17,16740000.0,Africa,2016
El Salvador,Arabica,2016/17,36600000.0,Central America,2016
Equatorial Guinea,Robusta,2016/17,0.0,Africa,2016
Ethiopia,Arabica,2016/17,428580000.0,Africa,2016
Gabon,Robusta,2016/17,0.0,Africa,2016
Ghana,Robusta,2016/17,1560000.0,Africa,2016
Guatemala,Arabica/Robusta,2016/17,221040000.0,Central America,2016
Guinea,Robusta,2016/17,16200000.0,Africa,2016
Guyana,Robusta,2016/17,600000.0,South America,2016
Honduras,Arabica,2016/17,447420000.0,Central America,2016
India,Robusta/Arabica,2016/17,369660000.0,Asia,2016
Jamaica,Arabica,2016/17,1080000.0,Central America,2016
Kenya,Arabica,2016/17,47580000.0,Africa,2016
Laos,Robusta,2016/17,30600000.0,Asia,2016
Liberia,Robusta,2016/17,720000.0,Africa,2016
Mexico,Arabica/Robusta,2016/17,218100000.0,North America,2016
Nepal,Arabica,2016/17,60000.0,Asia,2016
Nicaragua,Arabica,2016/17,153300000.0,Central America,2016
Nigeria,Robusta,2016/17,2580000.0,Africa,2016
Panama,Arabica,2016/17,7200000.0,Central America,2016
Sierra Leone,Robusta,2016/17,2280000.0,Africa,2016
Sri Lanka,Robusta/Arabica,2016/17,2220000.0,Asia,2016
Thailand,Robusta/Arabica,2016/17,32280000.0,Asia,2016
Togo,Robusta,2016/17,1380000.0,Africa,2016
Trinidad and Tobago,Robusta,2016/17,720000.0,Central America,2016
Uganda,Robusta/Arabica,2016/17,297720000.0,Africa,2016
Venezuela,Arabica,2016/17,31500000.0,South America,2016
Vietnam,Robusta/Arabica,2016/17,1669140000.0,Asia,2016
Yemen,Arabica,2016/17,8580000.0,Asia,2016
Angola,Robusta/Arabica,2017/18,2100000.0,Africa,2017
Bolivia,Arabica,2017/18,5040000.0,South America,2017
Brazil,Arabica/Robusta,2017/18,3164400000.0,South America,2017
Burundi,Arabica/Robusta,2017/18,12120000.0,Africa,2017
Ecuador,Arabica/Robusta,2017/18,37440000.0,South America,2017
Indonesia,Robusta/Arabica,2017/18,651120000.0,Asia,2017
Madagascar,Robusta,2017/18,24240000.0,Africa,2017
Malawi,Arabica,2017/18,840000.0,Africa,2017
Papua New Guinea,Arabica/Robusta,2017/18,44040000.0,Oceania,2017
Paraguay,Arabica,2017/18,1200000.0,South America,2017
Peru,Arabica,2017/18,256740000.0,South America,2017
Rwanda,Arabica,2017/18,15840000.0,Africa,2017
East Timor,Arabica,2017/18,3900000.0,Asia,2017
Zimbabwe,Arabica,2017/18,420000.0,Africa,2017
Congo,Robusta,2017/18,180000.0,Africa,2017
Cuba,Arabica,2017/18,6780000.0,Central America,2017
Dominican Republic,Arabica/Robusta,2017/18,24720000.0,Central America,2017
Haiti,Arabica,2017/18,20520000.0,Central America,2017
Philippines,Robusta/Arabica,2017/18,12180000.0,Asia,2017
Tanzania,Arabica/Robusta,2017/18,46980000.0,Africa,2017
Zambia,Arabica,2017/18,1140000.0,Africa,2017
Cameroon,Robusta/Arabica,2017/18,22200000.0,Africa,2017
Central African Republic,Robusta,2017/18,3600000.0,Africa,2017
Colombia,Arabica,2017/18,829440000.0,South America,2017
Costa Rica,Arabica,2017/18,93660000.0,Central America,2017
Ivory Coast,Robusta,2017/18,97440000.0,Africa,2017
Congo,Robusta/Arabica,2017/18,22920000.0,Africa,2017
El Salvador,Arabica,2017/18,45600000.0,Central America,2017
Equatorial Guinea,Robusta,2017/18,0.0,Africa,2017
Ethiopia,Arabica,2017/18,440820000.0,Africa,2017
Gabon,Robusta,2017/18,0.0,Africa,2017
Ghana,Robusta,2017/18,780000.0,Africa,2017
Guatemala,Arabica/Robusta,2017/18,224040000.0,Central America,2017
Guinea,Robusta,2017/18,13740000.0,Africa,2017
Guyana,Robusta,2017/18,600000.0,South America,2017
Honduras,Arabica,2017/18,453600000.0,Central America,2017
India,Robusta/Arabica,2017/18,348780000.0,Asia,2017
Jamaica,Arabica,2017/18,1140000.0,Central America,2017
Kenya,Arabica,2017/18,47400000.0,Africa,2017
Laos,Robusta,2017/18,31980000.0,Asia,2017
Liberia,Robusta,2017/18,960000.0,Africa,2017
Mexico,Arabica/Robusta,2017/18,269100000.0,North America,2017
Nepal,Arabica,2017/18,120000.0,Asia,2017
Nicaragua,Arabica,2017/18,158520000.0,Central America,2017
Nigeria,Robusta,2017/18,2520000.0,Africa,2017
Panama,Arabica,2017/18,6300000.0,Central America,2017
Sierra Leone,Robusta,2017/18,2280000.0,Africa,2017
Sri Lanka,Robusta/Arabica,2017/18,2220000.0,Asia,2017
Thailand,Robusta/Arabica,2017/18,38280000.0,Asia,2017
Togo,Robusta,2017/18,6900000.0,Africa,2017
Trinidad and Tobago,Robusta,2017/18,720000.0,Central America,2017
Uganda,Robusta/Arabica,2017/18,275820000.0,Africa,2017
Venezuela,Arabica,2017/18,34320000.0,South America,2017
Vietnam,Robusta/Arabica,2017/18,2005920000.0,Asia,2017
Yemen,Arabica,2017/18,7920000.0,Asia,2017
Angola,Robusta/Arabica,2018/19,2520000.0,Africa,2018
Bolivia,Arabica,2018/19,4980000.0,South America,2018
Brazil,Arabica/Robusta,2018/19,3907860000.0,South America,2018
Burundi,Arabica/Robusta,2018/19,12240000.0,Africa,2018
Ecuador,Arabica/Robusta,2018/19,29760000.0,South America,2018
Indonesia,Robusta/Arabica,2018/19,577080000.0,Asia,2018
Madagascar,Robusta,2018/19,22740000.0,Africa,2018
Malawi,Arabica,2018/19,780000.0,Africa,2018
Papua New Guinea,Arabica/Robusta,2018/19,55800000.0,Oceania,2018
Paraguay,Arabica,2018/19,1200000.0,South America,2018
Peru,Arabica,2018/19,255780000.0,South America,2018
Rwanda,Arabica,2018/19,22800000.0,Africa,2018
East Timor,Arabica,2018/19,8340000.0,Asia,2018
Zimbabwe,Arabica,2018/19,600000.0,Africa,2018
Congo,Robusta,2018/19,180000.0,Africa,2018
Cuba,Arabica,2018/19,7680000.0,Central America,2018
Dominican Republic,Arabica/Robusta,2018/19,25860000.0,Central America,2018
Haiti,Arabica,2018/19,20820000.0,Central America,2018
Philippines,Robusta/Arabica,2018/19,12360000.0,Asia,2018
Tanzania,Arabica/Robusta,2018/19,70500000.0,Africa,2018
Zambia,Arabica,2018/19,2040000.0,Africa,2018
Cameroon,Robusta/Arabica,2018/19,18600000.0,Africa,2018
Central African Republic,Robusta,2018/19,2220000.0,Africa,2018
Colombia,Arabica,2018/19,831960000.0,South America,2018
Costa Rica,Arabica,2018/19,85620000.0,Central America,2018
Ivory Coast,Robusta,2018/19,130500000.0,Africa,2018
Congo,Robusta/Arabica,2018/19,23820000.0,Africa,2018
El Salvador,Arabica,2018/19,45660000.0,Central America,2018
Equatorial Guinea,Robusta,2018/19,0.0,Africa,2018
Ethiopia,Arabica,2018/19,450660000.0,Africa,2018
Gabon,Robusta,2018/19,60000.0,Africa,2018
Ghana,Robusta,2018/19,900000.0,Africa,2018
Guatemala,Arabica/Robusta,2018/19,240420000.0,Central America,2018
Guinea,Robusta,2018/19,9180000.0,Africa,2018
Guyana,Robusta,2018/19,600000.0,South America,2018
Honduras,Arabica,2018/19,429180000.0,Central America,2018
India,Robusta/Arabica,2018/19,319500000.0,Asia,2018
Jamaica,Arabica,2018/19,1080000.0,Central America,2018
Kenya,Arabica,2018/19,55800000.0,Africa,2018
Laos,Robusta,2018/19,38820000.0,Asia,2018
Liberia,Robusta,2018/19,360000.0,Africa,2018
Mexico,Arabica/Robusta,2018/19,261060000.0,North America,2018
Nepal,Arabica,2018/19,60000.0,Asia,2018
Nicaragua,Arabica,2018/19,172740000.0,Central America,2018
Nigeria,Robusta,2018/19,2520000.0,Africa,2018
Panama,Arabica,2018/19,7680000.0,Central America,2018
Sierra Leone,Robusta,2018/19,2700000.0,Africa,2018
Sri Lanka,Robusta/Arabica,2018/19,2160000.0,Asia,2018
Thailand,Robusta/Arabica,2018/19,28920000.0,Asia,2018
Togo,Robusta,2018/19,3240000.0,Africa,2018
Trinidad and Tobago,Robusta,2018/19,780000.0,Central America,2018
Uganda,Robusta/Arabica,2018/19,282240000.0,Africa,2018
Venezuela,Arabica,2018/19,34680000.0,South America,2018
Vietnam,Robusta/Arabica,2018/19,1816980000.0,Asia,2018
Yemen,Arabica,2018/19,5160000.0,Asia,2018
Angola,Robusta/Arabica,2019/20,3120000.0,Africa,2019
Bolivia,Arabica,2019/20,4860000.0,South America,2019
Brazil,Arabica/Robusta,2019/20,3492660000.0,South America,2019
Burundi,Arabica/Robusta,2019/20,16320000.0,Africa,2019
Ecuador,Arabica/Robusta,2019/20,33540000.0,South America,2019
Indonesia,Robusta/Arabica,2019/20,685980000.0,Asia,2019
Madagascar,Robusta,2019/20,22980000.0,Africa,2019
Malawi,Arabica,2019/20,960000.0,Africa,2019
Papua New Guinea,Arabica/Robusta,2019/20,45120000.0,Oceania,2019
Paraguay,Arabica,2019/20,1200000.0,South America,2019
Peru,Arabica,2019/20,230160000.0,South America,2019
Rwanda,Arabica,2019/20,20880000.0,Africa,2019
East Timor,Arabica,2019/20,6180000.0,Asia,2019
Zimbabwe,Arabica,2019/20,540000.0,Africa,2019
Congo,Robusta,2019/20,180000.0,Africa,2019
Cuba,Arabica,2019/20,7800000.0,Central America,2019
Dominican Republic,Arabica/Robusta,2019/20,24120000.0,Central America,2019
Haiti,Arabica,2019/20,20820000.0,Central America,2019
Philippines,Robusta/Arabica,2019/20,18420000.0,Asia,2019
Tanzania,Arabica/Robusta,2019/20,55560000.0,Africa,2019
Zambia,Arabica,2019/20,900000.0,Africa,2019
Cameroon,Robusta/Arabica,2019/20,16080000.0,Africa,2019
Central African Republic,Robusta,2019/20,3300000.0,Africa,2019
Colombia,Arabica,2019/20,846000000.0,South America,2019
Costa Rica,Arabica,2019/20,88320000.0,Central America,2019
Ivory Coast,Robusta,2019/20,115740000.0,Africa,2019
Congo,Robusta/Arabica,2019/20,23460000.0,Africa,2019
El Salvador,Arabica,2019/20,39660000.0,Central America,2019
Equatorial Guinea,Robusta,2019/20,0.0,Africa,2019
Ethiopia,Arabica,2019/20,440580000.0,Africa,2019
Gabon,Robusta,2019/20,0.0,Africa,2019
Ghana,Robusta,2019/20,840000.0,Africa,2019
Guatemala,Arabica/Robusta,2019/20,216360000.0,Central America,2019
Guinea,Robusta,2019/20,10680000.0,Africa,2019
Guyana,Robusta,2019/20,600000.0,South America,2019
Honduras,Arabica,2019/20,355860000.0,Central America,2019
India,Robusta/Arabica,2019/20,299280000.0,Asia,2019
Jamaica,Arabica,2019/20,1380000.0,Central America,2019
Kenya,Arabica,2019/20,50640000.0,Africa,2019
Laos,Robusta,2019/20,37320000.0,Asia,2019
Liberia,Robusta,2019/20,360000.0,Africa,2019
Mexico,Arabica/Robusta,2019/20,239100000.0,North America,2019
Nepal,Arabica,2019/20,60000.0,Asia,2019
Nicaragua,Arabica,2019/20,172920000.0,Central America,2019
Nigeria,Robusta,2019/20,2520000.0,Africa,2019
Panama,Arabica,2019/20,6840000.0,Central America,2019
Sierra Leone,Robusta,2019/20,2400000.0,Africa,2019
Sri Lanka,Robusta/Arabica,2019/20,2160000.0,Asia,2019
Thailand,Robusta/Arabica,2019/20,31020000.0,Asia,2019
Togo,Robusta,2019/20,2460000.0,Africa,2019
Trinidad and Tobago,Robusta,2019/20,720000.0,Central America,2019
Uganda,Robusta/Arabica,2019/20,330540000.0,Africa,2019
Venezuela,Arabica,2019/20,39000000.0,South America,2019
Vietnam,Robusta/Arabica,2019/20,1829220000.0,Asia,2019
Yemen,Arabica,2019/20,5460000.0,Asia,2019
